event|alphaid|time|ticker|last_price|prev_close_price
MarketDataEv|MARKET|1030000000|000016.SZSE|11.85|11.88
MarketDataEv|MARKET|1030000000|000017.SZSE|98.81|98.32
MarketDataEv|MARKET|1030000000|000018.SZSE|96.10|95.74
MarketDataEv|MARKET|1030000000|000019.SZSE|149.57|147.99
MarketDataEv|MARKET|1030000000|000020.SZSE|87.01|86.62
MarketDataEv|MARKET|1030000000|000021.SZSE|77.28|77.87
MarketDataEv|MARKET|1030000000|000022.SZSE|159.22|157.11
MarketDataEv|MARKET|1030000000|000023.SZSE|192.88|191.40
MarketDataEv|MARKET|1030000000|000024.SZSE|171.61|171.65
MarketDataEv|MARKET|1030000000|000025.SZSE|197.88|199.58
MarketDataEv|MARKET|1030000000|000026.SZSE|30.75|31.12
MarketDataEv|MARKET|1030000000|000027.SZSE|23.08|22.68
MarketDataEv|MARKET|1030000000|000028.SZSE|144.21|146.46
MarketDataEv|MARKET|1030000000|000029.SZSE|74.86|75.20
MarketDataEv|MARKET|1030000000|000030.SZSE|193.61|191.60
MarketDataEv|MARKET|1030000000|000031.SZSE|63.71|64.94
MarketDataEv|MARKET|1030000000|000032.SZSE|14.04|14.26
MarketDataEv|MARKET|1030000000|000033.SZSE|174.53|178.08
MarketDataEv|MARKET|1030000000|000034.SZSE|167.81|165.05
MarketDataEv|MARKET|1030000000|000035.SZSE|101.55|101.05
MarketDataEv|MARKET|1030000000|000036.SZSE|127.69|129.86
MarketDataEv|MARKET|1030000000|000037.SZSE|74.31|74.87
MarketDataEv|MARKET|1030000000|000038.SZSE|100.03|98.09
MarketDataEv|MARKET|1030000000|000039.SZSE|14.46|14.66
MarketDataEv|MARKET|1030000000|000040.SZSE|185.99|186.09
MarketDataEv|MARKET|1030000000|000041.SZSE|81.94|82.59
MarketDataEv|MARKET|1030000000|000042.SZSE|43.85|44.10
MarketDataEv|MARKET|1030000000|000043.SZSE|103.50|102.35
MarketDataEv|MARKET|1030000000|000044.SZSE|167.34|167.99
MarketDataEv|MARKET|1030000000|000045.SZSE|50.06|50.13
MarketDataEv|MARKET|1030000000|000046.SZSE|139.59|138.54
MarketDataEv|MARKET|1030000000|000047.SZSE|143.30|141.91
MarketDataEv|MARKET|1030000000|000048.SZSE|203.26|203.65
MarketDataEv|MARKET|1030000000|000049.SZSE|143.58|141.08
MarketDataEv|MARKET|1030000000|000050.SZSE|62.92|63.94
MarketDataEv|MARKET|1040000000|000001.SSE|168.59|167.03
MarketDataEv|MARKET|1040000000|000002.SSE|93.45|93.38
MarketDataEv|MARKET|1040000000|000003.SSE|157.63|156.91
MarketDataEv|MARKET|1040000000|000004.SSE|10.58|10.49
MarketDataEv|MARKET|1040000000|000005.SSE|33.98|34.18
MarketDataEv|MARKET|1040000000|000006.SSE|79.46|78.99
MarketDataEv|MARKET|1040000000|000007.SSE|149.20|150.34
MarketDataEv|MARKET|1040000000|000008.SSE|48.03|48.54
MarketDataEv|MARKET|1040000000|000009.SSE|55.10|54.42
MarketDataEv|MARKET|1040000000|000010.SSE|59.07|58.83
MarketDataEv|MARKET|1040000000|000011.SSE|161.29|158.89
MarketDataEv|MARKET|1040000000|000012.SSE|123.48|122.43
MarketDataEv|MARKET|1040000000|000013.SSE|96.43|97.64
MarketDataEv|MARKET|1040000000|000014.SSE|69.38|70.16
MarketDataEv|MARKET|1040000000|000015.SSE|118.37|118.86
MarketDataEv|MARKET|1040000000|000016.SSE|115.74|115.72
MarketDataEv|MARKET|1040000000|000017.SSE|177.73|180.21
MarketDataEv|MARKET|1040000000|000018.SSE|179.91|179.88
MarketDataEv|MARKET|1040000000|000019.SSE|182.44|183.49
MarketDataEv|MARKET|1040000000|000020.SSE|187.36|189.23
MarketDataEv|MARKET|1040000000|000021.SSE|95.76|96.71
MarketDataEv|MARKET|1040000000|000022.SSE|111.56|112.03
MarketDataEv|MARKET|1040000000|000023.SSE|164.51|163.41
MarketDataEv|MARKET|1040000000|000024.SSE|186.60|183.89
MarketDataEv|MARKET|1040000000|000025.SSE|84.11|84.24
MarketDataEv|MARKET|1040000000|000026.SSE|85.04|85.44
MarketDataEv|MARKET|1040000000|000027.SSE|153.61|152.01
MarketDataEv|MARKET|1040000000|000028.SSE|113.53|114.58
MarketDataEv|MARKET|1040000000|000029.SSE|161.53|163.73
MarketDataEv|MARKET|1040000000|000030.SSE|86.47|87.60
MarketDataEv|MARKET|1040000000|000031.SSE|81.76|80.31
MarketDataEv|MARKET|1040000000|000032.SSE|143.70|144.63
MarketDataEv|MARKET|1040000000|000033.SSE|182.02|179.32
MarketDataEv|MARKET|1040000000|000034.SSE|79.21|79.59
MarketDataEv|MARKET|1040000000|000035.SSE|124.30|123.95
MarketDataEv|MARKET|1040000000|000036.SSE|195.85|198.29
MarketDataEv|MARKET|1040000000|000037.SSE|141.59|139.46
MarketDataEv|MARKET|1040000000|000038.SSE|103.80|102.92
MarketDataEv|MARKET|1040000000|000039.SSE|129.15|131.42
MarketDataEv|MARKET|1040000000|000040.SSE|154.28|157.13
MarketDataEv|MARKET|1040000000|000041.SSE|104.20|104.29
MarketDataEv|MARKET|1040000000|000042.SSE|121.89|121.81
MarketDataEv|MARKET|1040000000|000043.SSE|187.29|189.08
MarketDataEv|MARKET|1040000000|000044.SSE|160.72|160.87
MarketDataEv|MARKET|1040000000|000045.SSE|73.97|73.48
MarketDataEv|MARKET|1040000000|000046.SSE|15.44|15.67
MarketDataEv|MARKET|1040000000|000047.SSE|149.50|148.21
MarketDataEv|MARKET|1040000000|000048.SSE|127.89|129.32
MarketDataEv|MARKET|1040000000|000049.SSE|153.22|154.87
MarketDataEv|MARKET|1040000000|000050.SSE|126.77|129.32
MarketDataEv|MARKET|1040000000|000001.SZSE|15.71|15.47
MarketDataEv|MARKET|1040000000|000002.SZSE|28.44|28.59
MarketDataEv|MARKET|1040000000|000003.SZSE|147.56|147.85
MarketDataEv|MARKET|1040000000|000004.SZSE|191.13|193.56
MarketDataEv|MARKET|1040000000|000005.SZSE|109.28|108.38
MarketDataEv|MARKET|1040000000|000006.SZSE|121.44|120.92
MarketDataEv|MARKET|1040000000|000007.SZSE|88.82|88.28
MarketDataEv|MARKET|1040000000|000008.SZSE|144.80|142.68
MarketDataEv|MARKET|1040000000|000009.SZSE|149.80|149.85
MarketDataEv|MARKET|1040000000|000010.SZSE|65.05|64.15
MarketDataEv|MARKET|1040000000|000011.SZSE|174.99|172.11
MarketDataEv|MARKET|1040000000|000012.SZSE|10.39|10.25
MarketDataEv|MARKET|1040000000|000013.SZSE|185.07|184.07
MarketDataEv|MARKET|1040000000|000014.SZSE|37.42|37.88
MarketDataEv|MARKET|1040000000|000015.SZSE|104.28|102.97
MarketDataEv|MARKET|1040000000|000016.SZSE|160.75|159.47
MarketDataEv|MARKET|1040000000|000017.SZSE|175.77|176.77
MarketDataEv|MARKET|1040000000|000018.SZSE|128.06|126.41
MarketDataEv|MARKET|1040000000|000019.SZSE|184.20|184.81
MarketDataEv|MARKET|1040000000|000020.SZSE|117.28|117.27
MarketDataEv|MARKET|1040000000|000021.SZSE|161.95|160.66
MarketDataEv|MARKET|1040000000|000022.SZSE|21.32|21.05
MarketDataEv|MARKET|1040000000|000023.SZSE|108.20|106.33
MarketDataEv|MARKET|1040000000|000024.SZSE|112.67|114.23
MarketDataEv|MARKET|1040000000|000025.SZSE|170.91|172.12
MarketDataEv|MARKET|1040000000|000026.SZSE|28.29|28.26
MarketDataEv|MARKET|1040000000|000027.SZSE|167.83|167.04
MarketDataEv|MARKET|1040000000|000028.SZSE|169.63|168.04
MarketDataEv|MARKET|1040000000|000029.SZSE|94.60|93.80
MarketDataEv|MARKET|1040000000|000030.SZSE|112.64|112.37
MarketDataEv|MARKET|1040000000|000031.SZSE|102.05|100.90
MarketDataEv|MARKET|1040000000|000032.SZSE|176.42|173.06
MarketDataEv|MARKET|1040000000|000033.SZSE|174.47|172.08
MarketDataEv|MARKET|1040000000|000034.SZSE|94.94|95.97
MarketDataEv|MARKET|1040000000|000035.SZSE|27.23|27.42
MarketDataEv|MARKET|1040000000|000036.SZSE|87.57|88.44
MarketDataEv|MARKET|1040000000|000037.SZSE|18.69|18.61
MarketDataEv|MARKET|1040000000|000038.SZSE|15.54|15.41
MarketDataEv|MARKET|1040000000|000039.SZSE|36.42|37.13
MarketDataEv|MARKET|1040000000|000040.SZSE|148.69|150.05
MarketDataEv|MARKET|1040000000|000041.SZSE|54.36|53.33
MarketDataEv|MARKET|1040000000|000042.SZSE|82.39|83.89
MarketDataEv|MARKET|1040000000|000043.SZSE|140.55|139.73
MarketDataEv|MARKET|1040000000|000044.SZSE|109.77|108.70
MarketDataEv|MARKET|1040000000|000045.SZSE|135.49|138.06
MarketDataEv|MARKET|1040000000|000046.SZSE|51.76|52.51
MarketDataEv|MARKET|1040000000|000047.SZSE|70.03|68.96
MarketDataEv|MARKET|1040000000|000048.SZSE|50.62|50.99
MarketDataEv|MARKET|1040000000|000049.SZSE|165.10|162.35
MarketDataEv|MARKET|1040000000|000050.SZSE|34.36|34.72
MarketDataEv|MARKET|1050000000|000001.SSE|188.70|188.53
MarketDataEv|MARKET|1050000000|000002.SSE|191.83|189.33
MarketDataEv|MARKET|1050000000|000003.SSE|196.49|194.69
MarketDataEv|MARKET|1050000000|000004.SSE|151.33|149.65
MarketDataEv|MARKET|1050000000|000005.SSE|151.01|152.09
MarketDataEv|MARKET|1050000000|000006.SSE|78.07|77.84
MarketDataEv|MARKET|1050000000|000007.SSE|157.90|159.77
MarketDataEv|MARKET|1050000000|000008.SSE|180.23|182.89
MarketDataEv|MARKET|1050000000|000009.SSE|52.77|52.78
MarketDataEv|MARKET|1050000000|000010.SSE|72.81|72.18
MarketDataEv|MARKET|1050000000|000011.SSE|163.62|166.41
MarketDataEv|MARKET|1050000000|000012.SSE|57.05|57.93
MarketDataEv|MARKET|1050000000|000013.SSE|150.44|150.24
MarketDataEv|MARKET|1050000000|000014.SSE|142.15|143.22
MarketDataEv|MARKET|1050000000|000015.SSE|46.62|46.51
MarketDataEv|MARKET|1050000000|000016.SSE|139.76|138.57
MarketDataEv|MARKET|1050000000|000017.SSE|141.50|143.99
MarketDataEv|MARKET|1050000000|000018.SSE|33.40|33.85
MarketDataEv|MARKET|1050000000|000019.SSE|173.89|172.28
MarketDataEv|MARKET|1050000000|000020.SSE|19.69|19.54
MarketDataEv|MARKET|1050000000|000021.SSE|206.54|203.80
MarketDataEv|MARKET|1050000000|000022.SSE|163.25|163.95
MarketDataEv|MARKET|1050000000|000023.SSE|182.70|181.47
MarketDataEv|MARKET|1050000000|000024.SSE|173.23|170.89
MarketDataEv|MARKET|1050000000|000025.SSE|98.63|100.46
MarketDataEv|MARKET|1050000000|000026.SSE|186.74|185.34
MarketDataEv|MARKET|1050000000|000027.SSE|141.44|143.62
MarketDataEv|MARKET|1050000000|000028.SSE|125.29|127.67
MarketDataEv|MARKET|1050000000|000029.SSE|93.79|95.16
MarketDataEv|MARKET|1050000000|000030.SSE|131.84|133.30
MarketDataEv|MARKET|1050000000|000031.SSE|42.68|42.10
MarketDataEv|MARKET|1050000000|000032.SSE|205.03|204.43
MarketDataEv|MARKET|1050000000|000033.SSE|101.96|103.06
MarketDataEv|MARKET|1050000000|000034.SSE|67.97|66.83
MarketDataEv|MARKET|1050000000|000035.SSE|51.93|52.01
MarketDataEv|MARKET|1050000000|000036.SSE|86.67|87.79
MarketDataEv|MARKET|1050000000|000037.SSE|167.05|165.17
MarketDataEv|MARKET|1050000000|000038.SSE|209.27|208.67
MarketDataEv|MARKET|1050000000|000039.SSE|28.34|28.10
MarketDataEv|MARKET|1050000000|000040.SSE|118.29|116.01
MarketDataEv|MARKET|1050000000|000041.SSE|107.05|106.81
MarketDataEv|MARKET|1050000000|000042.SSE|15.73|15.89
MarketDataEv|MARKET|1050000000|000043.SSE|138.19|139.07
MarketDataEv|MARKET|1050000000|000044.SSE|26.31|26.04
MarketDataEv|MARKET|1050000000|000045.SSE|89.55|90.01
MarketDataEv|MARKET|1050000000|000046.SSE|27.07|27.32
MarketDataEv|MARKET|1050000000|000047.SSE|54.24|53.73
MarketDataEv|MARKET|1050000000|000048.SSE|111.63|112.14
MarketDataEv|MARKET|1050000000|000049.SSE|116.00|117.09
MarketDataEv|MARKET|1050000000|000050.SSE|150.04|151.98
MarketDataEv|MARKET|1050000000|000001.SZSE|35.62|35.59
MarketDataEv|MARKET|1050000000|000002.SZSE|128.59|128.44
MarketDataEv|MARKET|1050000000|000003.SZSE|140.59|139.05
MarketDataEv|MARKET|1050000000|000004.SZSE|32.77|32.23
MarketDataEv|MARKET|1050000000|000005.SZSE|133.37|132.24
MarketDataEv|MARKET|1050000000|000006.SZSE|155.82|158.98
MarketDataEv|MARKET|1050000000|000007.SZSE|117.02|118.93
MarketDataEv|MARKET|1050000000|000008.SZSE|73.07|73.18
MarketDataEv|MARKET|1050000000|000009.SZSE|74.26|73.78
MarketDataEv|MARKET|1050000000|000010.SZSE|174.74|178.07
MarketDataEv|MARKET|1050000000|000011.SZSE|69.46|69.56
MarketDataEv|MARKET|1050000000|000012.SZSE|37.38|37.86
MarketDataEv|MARKET|1050000000|000013.SZSE|44.12|44.71
MarketDataEv|MARKET|1050000000|000014.SZSE|186.98|188.11
MarketDataEv|MARKET|1050000000|000015.SZSE|135.89|136.21
MarketDataEv|MARKET|1050000000|000016.SZSE|17.52|17.67
MarketDataEv|MARKET|1050000000|000017.SZSE|103.30|103.49
MarketDataEv|MARKET|1050000000|000018.SZSE|105.26|104.79
MarketDataEv|MARKET|1050000000|000019.SZSE|110.56|111.82
MarketDataEv|MARKET|1050000000|000020.SZSE|27.19|26.99
MarketDataEv|MARKET|1050000000|000021.SZSE|90.84|90.25
MarketDataEv|MARKET|1050000000|000022.SZSE|68.17|67.48
MarketDataEv|MARKET|1050000000|000023.SZSE|111.46|110.50
MarketDataEv|MARKET|1050000000|000024.SZSE|151.19|151.72
MarketDataEv|MARKET|1050000000|000025.SZSE|125.32|125.02
MarketDataEv|MARKET|1050000000|000026.SZSE|62.24|61.71
MarketDataEv|MARKET|1050000000|000027.SZSE|101.75|103.05
MarketDataEv|MARKET|1050000000|000028.SZSE|116.16|114.00
MarketDataEv|MARKET|1050000000|000029.SZSE|48.10|47.62
MarketDataEv|MARKET|1050000000|000030.SZSE|136.58|137.99
MarketDataEv|MARKET|1050000000|000031.SZSE|119.76|118.65
MarketDataEv|MARKET|1050000000|000032.SZSE|41.55|41.98
MarketDataEv|MARKET|1050000000|000033.SZSE|77.16|76.56
MarketDataEv|MARKET|1050000000|000034.SZSE|72.80|72.07
MarketDataEv|MARKET|1050000000|000035.SZSE|148.97|146.10
MarketDataEv|MARKET|1050000000|000036.SZSE|73.91|73.98
MarketDataEv|MARKET|1050000000|000037.SZSE|153.05|154.85
MarketDataEv|MARKET|1050000000|000038.SZSE|70.94|71.46
MarketDataEv|MARKET|1050000000|000039.SZSE|120.38|119.05
MarketDataEv|MARKET|1050000000|000040.SZSE|80.59|80.96
MarketDataEv|MARKET|1050000000|000041.SZSE|156.11|154.57
MarketDataEv|MARKET|1050000000|000042.SZSE|60.85|60.23
MarketDataEv|MARKET|1050000000|000043.SZSE|76.22|75.19
MarketDataEv|MARKET|1050000000|000044.SZSE|153.31|154.39
MarketDataEv|MARKET|1050000000|000045.SZSE|139.50|136.95
MarketDataEv|MARKET|1050000000|000046.SZSE|48.25|48.54
MarketDataEv|MARKET|1050000000|000047.SZSE|58.06|58.55
MarketDataEv|MARKET|1050000000|000048.SZSE|50.93|51.51
MarketDataEv|MARKET|1050000000|000049.SZSE|13.24|13.43
MarketDataEv|MARKET|1050000000|000050.SZSE|78.31|79.51
MarketDataEv|MARKET|1060000000|000001.SSE|171.45|169.68
MarketDataEv|MARKET|1060000000|000002.SSE|20.46|20.33
MarketDataEv|MARKET|1060000000|000003.SSE|209.46|206.85
MarketDataEv|MARKET|1060000000|000004.SSE|101.25|100.36
MarketDataEv|MARKET|1060000000|000005.SSE|67.81|66.89
MarketDataEv|MARKET|1060000000|000006.SSE|23.23|23.70
MarketDataEv|MARKET|1060000000|000007.SSE|132.41|131.21
MarketDataEv|MARKET|1060000000|000008.SSE|59.21|58.77
MarketDataEv|MARKET|1060000000|000009.SSE|160.11|161.18
MarketDataEv|MARKET|1060000000|000010.SSE|17.72|17.84
MarketDataEv|MARKET|1060000000|000011.SSE|161.67|162.28
MarketDataEv|MARKET|1060000000|000012.SSE|77.70|77.37
MarketDataEv|MARKET|1060000000|000013.SSE|40.23|39.93
MarketDataEv|MARKET|1060000000|000014.SSE|163.18|165.90
MarketDataEv|MARKET|1060000000|000015.SSE|24.88|24.51
MarketDataEv|MARKET|1060000000|000016.SSE|146.70|144.98
MarketDataEv|MARKET|1060000000|000017.SSE|62.96|61.75
MarketDataEv|MARKET|1060000000|000018.SSE|130.28|127.96
MarketDataEv|MARKET|1060000000|000019.SSE|186.28|190.02
MarketDataEv|MARKET|1060000000|000020.SSE|194.86|193.78
MarketDataEv|MARKET|1060000000|000021.SSE|111.59|111.86
MarketDataEv|MARKET|1060000000|000022.SSE|10.03|10.20
MarketDataEv|MARKET|1060000000|000023.SSE|179.43|176.31
MarketDataEv|MARKET|1060000000|000024.SSE|100.07|99.41
MarketDataEv|MARKET|1060000000|000025.SSE|164.49|163.71
MarketDataEv|MARKET|1060000000|000026.SSE|153.83|156.85
MarketDataEv|MARKET|1060000000|000027.SSE|172.15|171.24
MarketDataEv|MARKET|1060000000|000028.SSE|109.09|110.54
MarketDataEv|MARKET|1060000000|000029.SSE|151.21|153.67
MarketDataEv|MARKET|1060000000|000030.SSE|114.35|116.49
MarketDataEv|MARKET|1060000000|000031.SSE|132.20|130.53
MarketDataEv|MARKET|1060000000|000032.SSE|58.55|59.05
MarketDataEv|MARKET|1060000000|000033.SSE|106.79|108.28
MarketDataEv|MARKET|1060000000|000034.SSE|74.62|75.36
MarketDataEv|MARKET|1060000000|000035.SSE|44.90|45.70
MarketDataEv|MARKET|1060000000|000036.SSE|28.03|27.66
MarketDataEv|MARKET|1060000000|000037.SSE|131.70|132.81
MarketDataEv|MARKET|1060000000|000038.SSE|159.72|160.40
MarketDataEv|MARKET|1060000000|000039.SSE|151.09|150.88
MarketDataEv|MARKET|1060000000|000040.SSE|195.16|194.43
MarketDataEv|MARKET|1060000000|000041.SSE|187.13|186.30
MarketDataEv|MARKET|1060000000|000042.SSE|82.35|82.07
MarketDataEv|MARKET|1060000000|000043.SSE|73.10|73.71
MarketDataEv|MARKET|1060000000|000044.SSE|109.34|108.86
MarketDataEv|MARKET|1060000000|000045.SSE|149.70|148.94
MarketDataEv|MARKET|1060000000|000046.SSE|74.97|75.83
MarketDataEv|MARKET|1060000000|000047.SSE|136.30|138.32
MarketDataEv|MARKET|1060000000|000048.SSE|82.44|83.44
MarketDataEv|MARKET|1060000000|000049.SSE|33.13|33.38
MarketDataEv|MARKET|1060000000|000050.SSE|46.67|47.50
MarketDataEv|MARKET|1060000000|000001.SZSE|29.64|29.54
MarketDataEv|MARKET|1060000000|000002.SZSE|133.73|133.12
MarketDataEv|MARKET|1060000000|000003.SZSE|86.35|86.29
MarketDataEv|MARKET|1060000000|000004.SZSE|18.82|18.97
MarketDataEv|MARKET|1060000000|000005.SZSE|124.98|122.77
MarketDataEv|MARKET|1060000000|000006.SZSE|163.54|161.82
MarketDataEv|MARKET|1060000000|000007.SZSE|110.87|108.71
MarketDataEv|MARKET|1060000000|000008.SZSE|152.44|154.93
MarketDataEv|MARKET|1060000000|000009.SZSE|180.08|176.95
MarketDataEv|MARKET|1060000000|000010.SZSE|147.19|144.44
MarketDataEv|MARKET|1060000000|000011.SZSE|48.85|49.03
MarketDataEv|MARKET|1060000000|000012.SZSE|56.14|56.82
MarketDataEv|MARKET|1060000000|000013.SZSE|164.68|167.57
MarketDataEv|MARKET|1060000000|000014.SZSE|172.51|172.25
MarketDataEv|MARKET|1060000000|000015.SZSE|98.68|97.41
MarketDataEv|MARKET|1060000000|000016.SZSE|114.91|114.86
MarketDataEv|MARKET|1060000000|000017.SZSE|45.21|45.75
MarketDataEv|MARKET|1060000000|000018.SZSE|158.94|159.63
MarketDataEv|MARKET|1060000000|000019.SZSE|152.23|153.08
MarketDataEv|MARKET|1060000000|000020.SZSE|61.46|60.30
MarketDataEv|MARKET|1060000000|000021.SZSE|161.69|161.07
MarketDataEv|MARKET|1060000000|000022.SZSE|13.15|12.94
MarketDataEv|MARKET|1060000000|000023.SZSE|105.41|104.06
MarketDataEv|MARKET|1060000000|000024.SZSE|11.43|11.26
MarketDataEv|MARKET|1060000000|000025.SZSE|40.27|40.67
MarketDataEv|MARKET|1060000000|000026.SZSE|159.54|161.36
MarketDataEv|MARKET|1060000000|000027.SZSE|12.31|12.30
MarketDataEv|MARKET|1060000000|000028.SZSE|141.05|143.34
MarketDataEv|MARKET|1060000000|000029.SZSE|66.02|66.74
MarketDataEv|MARKET|1060000000|000030.SZSE|124.72|122.82
MarketDataEv|MARKET|1060000000|000031.SZSE|21.80|21.82
MarketDataEv|MARKET|1060000000|000032.SZSE|76.96|76.76
MarketDataEv|MARKET|1060000000|000033.SZSE|24.02|23.71
MarketDataEv|MARKET|1060000000|000034.SZSE|77.07|78.28
MarketDataEv|MARKET|1060000000|000035.SZSE|133.85|133.91
MarketDataEv|MARKET|1060000000|000036.SZSE|172.09|174.65
MarketDataEv|MARKET|1060000000|000037.SZSE|18.07|18.23
MarketDataEv|MARKET|1060000000|000038.SZSE|150.48|150.73
MarketDataEv|MARKET|1060000000|000039.SZSE|34.79|35.37
MarketDataEv|MARKET|1060000000|000040.SZSE|66.27|66.90
MarketDataEv|MARKET|1060000000|000041.SZSE|65.89|65.24
MarketDataEv|MARKET|1060000000|000042.SZSE|119.46|120.74
MarketDataEv|MARKET|1060000000|000043.SZSE|104.67|104.01
MarketDataEv|MARKET|1060000000|000044.SZSE|71.54|71.87
MarketDataEv|MARKET|1060000000|000045.SZSE|50.74|49.83
MarketDataEv|MARKET|1060000000|000046.SZSE|202.83|202.55
MarketDataEv|MARKET|1060000000|000047.SZSE|52.04|52.21
MarketDataEv|MARKET|1060000000|000048.SZSE|22.72|23.16
MarketDataEv|MARKET|1060000000|000049.SZSE|57.95|57.59
MarketDataEv|MARKET|1060000000|000050.SZSE|139.05|139.47
MarketDataEv|MARKET|1070000000|000001.SSE|187.89|189.64
MarketDataEv|MARKET|1070000000|000002.SSE|178.76|176.21
MarketDataEv|MARKET|1070000000|000003.SSE|93.05|94.11
MarketDataEv|MARKET|1070000000|000004.SSE|162.49|162.27
MarketDataEv|MARKET|1070000000|000005.SSE|118.47|120.05
MarketDataEv|MARKET|1070000000|000006.SSE|93.44|92.17
MarketDataEv|MARKET|1070000000|000007.SSE|126.57|125.97
MarketDataEv|MARKET|1070000000|000008.SSE|139.13|138.72
MarketDataEv|MARKET|1070000000|000009.SSE|157.96|155.35
MarketDataEv|MARKET|1070000000|000010.SSE|83.08|81.48
MarketDataEv|MARKET|1070000000|000011.SSE|80.94|79.90
MarketDataEv|MARKET|1070000000|000012.SSE|74.60|73.33
MarketDataEv|MARKET|1070000000|000013.SSE|17.01|16.71
MarketDataEv|MARKET|1070000000|000014.SSE|189.54|188.96
MarketDataEv|MARKET|1070000000|000015.SSE|76.05|77.52
MarketDataEv|MARKET|1070000000|000016.SSE|103.65|101.75
MarketDataEv|MARKET|1070000000|000017.SSE|188.86|192.31
MarketDataEv|MARKET|1070000000|000018.SSE|98.35|100.32
MarketDataEv|MARKET|1070000000|000019.SSE|82.38|81.30
MarketDataEv|MARKET|1070000000|000020.SSE|179.68|176.44
MarketDataEv|MARKET|1070000000|000021.SSE|111.37|113.52
MarketDataEv|MARKET|1070000000|000022.SSE|133.83|135.95
MarketDataEv|MARKET|1070000000|000023.SSE|99.40|98.82
MarketDataEv|MARKET|1070000000|000024.SSE|128.84|129.44
MarketDataEv|MARKET|1070000000|000025.SSE|111.06|112.74
MarketDataEv|MARKET|1070000000|000026.SSE|42.44|42.81
MarketDataEv|MARKET|1070000000|000027.SSE|106.19|107.84
MarketDataEv|MARKET|1070000000|000028.SSE|49.17|49.66
MarketDataEv|MARKET|1070000000|000029.SSE|90.05|89.64
MarketDataEv|MARKET|1070000000|000030.SSE|36.14|36.16
MarketDataEv|MARKET|1070000000|000031.SSE|125.03|122.99
MarketDataEv|MARKET|1070000000|000032.SSE|162.81|161.74
MarketDataEv|MARKET|1070000000|000033.SSE|20.02|20.42
MarketDataEv|MARKET|1070000000|000034.SSE|26.56|26.36
MarketDataEv|MARKET|1070000000|000035.SSE|72.20|71.80
MarketDataEv|MARKET|1070000000|000036.SSE|96.38|97.83
MarketDataEv|MARKET|1070000000|000037.SSE|194.09|193.81
MarketDataEv|MARKET|1070000000|000038.SSE|34.53|34.07
MarketDataEv|MARKET|1070000000|000039.SSE|64.71|64.13
MarketDataEv|MARKET|1070000000|000040.SSE|162.12|163.46
MarketDataEv|MARKET|1070000000|000041.SSE|104.44|103.57
MarketDataEv|MARKET|1070000000|000042.SSE|93.79|94.57
MarketDataEv|MARKET|1070000000|000043.SSE|167.99|169.81
MarketDataEv|MARKET|1070000000|000044.SSE|55.06|54.98
MarketDataEv|MARKET|1070000000|000045.SSE|73.20|71.88
MarketDataEv|MARKET|1070000000|000046.SSE|64.10|63.18
MarketDataEv|MARKET|1070000000|000047.SSE|203.10|201.83
MarketDataEv|MARKET|1070000000|000048.SSE|169.46|167.01
MarketDataEv|MARKET|1070000000|000049.SSE|170.49|172.15
MarketDataEv|MARKET|1070000000|000050.SSE|145.97|144.43
MarketDataEv|MARKET|1070000000|000001.SZSE|162.73|163.48
MarketDataEv|MARKET|1070000000|000002.SZSE|64.96|63.91
MarketDataEv|MARKET|1070000000|000003.SZSE|55.23|55.83
MarketDataEv|MARKET|1070000000|000004.SZSE|174.55|171.95
MarketDataEv|MARKET|1070000000|000005.SZSE|148.66|148.67
MarketDataEv|MARKET|1070000000|000006.SZSE|54.87|55.35
MarketDataEv|MARKET|1070000000|000007.SZSE|198.43|202.01
MarketDataEv|MARKET|1070000000|000008.SZSE|97.12|95.22
MarketDataEv|MARKET|1070000000|000009.SZSE|101.26|102.08
MarketDataEv|MARKET|1070000000|000010.SZSE|38.49|38.46
MarketDataEv|MARKET|1070000000|000011.SZSE|162.21|161.89
MarketDataEv|MARKET|1070000000|000012.SZSE|27.56|27.72
MarketDataEv|MARKET|1070000000|000013.SZSE|128.81|128.86
MarketDataEv|MARKET|1070000000|000014.SZSE|97.14|96.42
MarketDataEv|MARKET|1070000000|000015.SZSE|71.94|71.14
MarketDataEv|MARKET|1070000000|000016.SZSE|80.77|81.36
MarketDataEv|MARKET|1070000000|000017.SZSE|60.79|60.83
MarketDataEv|MARKET|1070000000|000018.SZSE|80.15|78.72
MarketDataEv|MARKET|1070000000|000019.SZSE|139.75|141.77
MarketDataEv|MARKET|1070000000|000020.SZSE|34.48|33.89
MarketDataEv|MARKET|1070000000|000021.SZSE|33.51|33.88
MarketDataEv|MARKET|1070000000|000022.SZSE|40.54|40.80
MarketDataEv|MARKET|1070000000|000023.SZSE|72.00|71.25
MarketDataEv|MARKET|1070000000|000024.SZSE|84.68|85.12
MarketDataEv|MARKET|1070000000|000025.SZSE|43.11|43.72
MarketDataEv|MARKET|1070000000|000026.SZSE|181.89|179.46
MarketDataEv|MARKET|1070000000|000027.SZSE|122.66|122.40
MarketDataEv|MARKET|1070000000|000028.SZSE|44.37|43.85
MarketDataEv|MARKET|1070000000|000029.SZSE|72.31|73.23
MarketDataEv|MARKET|1070000000|000030.SZSE|127.57|127.00
MarketDataEv|MARKET|1070000000|000031.SZSE|163.94|161.53
